root@lamp-ubuntu-s-1vcpu-1gb-tor1-01:~# tcpdump -n -i eth0
tcpdump: verbose output suppressed, use -v[v]... for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), snapshot length 262144 bytes
20:19:18.367302 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 22276, win 4106, length 0
20:19:18.382797 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [P.], seq 1:37, ack 22276, win 4106, length 36
20:19:18.426708 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [.], ack 37, win 501, length 0
20:19:18.451036 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 22276:23248, ack 37, win 501, length 972
20:19:18.451344 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 23248:25756, ack 37, win 501, length 2508
20:19:18.451458 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 25756:26496, ack 37, win 501, length 740
20:19:18.451538 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 26496:27004, ack 37, win 501, length 508
20:19:18.451605 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 27004:27392, ack 37, win 501, length 388
20:19:18.451658 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 27392:27668, ack 37, win 501, length 276
20:19:18.451721 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 27668:27936, ack 37, win 501, length 268
20:19:18.451772 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 27936:28212, ack 37, win 501, length 276
20:19:18.451837 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 28212:28600, ack 37, win 501, length 388
20:19:18.451889 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 28600:28876, ack 37, win 501, length 276
20:19:18.451942 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 28876:29152, ack 37, win 501, length 276
20:19:18.452002 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 29152:29540, ack 37, win 501, length 388
20:19:18.452053 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 29540:29816, ack 37, win 501, length 276
20:19:18.452115 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 29816:30204, ack 37, win 501, length 388
20:19:18.452176 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 30204:30592, ack 37, win 501, length 388
20:19:18.452245 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 30592:30868, ack 37, win 501, length 276
20:19:18.452349 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 30868:31376, ack 37, win 501, length 508
20:19:18.452403 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 31376:31652, ack 37, win 501, length 276
20:19:18.452468 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 31652:32040, ack 37, win 501, length 388
20:19:18.452520 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 32040:32300, ack 37, win 501, length 260
20:19:18.452582 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 32300:32656, ack 37, win 501, length 356
20:19:18.452628 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 32656:32692, ack 37, win 501, length 36
20:19:18.466581 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 32692, win 4106, length 0
20:19:18.554833 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 32692:32848, ack 37, win 501, length 156
20:19:18.555043 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 32848:33604, ack 37, win 501, length 756
20:19:18.555132 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 33604:34240, ack 37, win 501, length 636
20:19:18.555195 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 34240:34636, ack 37, win 501, length 396
20:19:18.555250 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 34636:34912, ack 37, win 501, length 276
20:19:18.555315 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 34912:35308, ack 37, win 501, length 396
20:19:18.555374 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 35308:35464, ack 37, win 501, length 156
20:19:18.555427 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 35464:35724, ack 37, win 501, length 260
20:19:18.555474 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 35724:35760, ack 37, win 501, length 36
20:19:18.568523 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 35760, win 4106, length 0
20:19:18.658876 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 35760:35916, ack 37, win 501, length 156
20:19:18.659058 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 35916:36192, ack 37, win 501, length 276
20:19:18.659170 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 36192:36828, ack 37, win 501, length 636
20:19:18.659234 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 36828:37088, ack 37, win 501, length 260
20:19:18.671834 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 37088, win 4101, length 0
20:19:18.762882 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 37088:37244, ack 37, win 501, length 156
20:19:18.763035 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 37244:37400, ack 37, win 501, length 156
20:19:18.763105 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 37400:37556, ack 37, win 501, length 156
20:19:18.763189 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 37556:37816, ack 37, win 501, length 260
20:19:18.777748 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 37556, win 4106, length 0
20:19:18.784570 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 37816, win 4105, length 0
20:19:18.866901 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 37816:37972, ack 37, win 501, length 156
20:19:18.867090 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 37972:38576, ack 37, win 501, length 604
20:19:18.881486 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 38576, win 4102, length 0
20:19:18.970863 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 38576:38732, ack 37, win 501, length 156
20:19:18.971042 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 38732:38992, ack 37, win 501, length 260
20:19:18.971086 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 38992:39028, ack 37, win 501, length 36
20:19:18.985095 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 39028, win 4106, length 0
20:19:19.074862 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 39028:39184, ack 37, win 501, length 156
20:19:19.075011 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 39184:39564, ack 37, win 501, length 380
20:19:19.075051 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 39564:39600, ack 37, win 501, length 36
20:19:19.091287 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 39600, win 4104, length 0
20:19:19.178896 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 39600:39756, ack 37, win 501, length 156
20:19:19.179046 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 39756:40136, ack 37, win 501, length 380
20:19:19.192446 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 40136, win 4101, length 0
20:19:19.282897 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 40136:40412, ack 37, win 501, length 276
20:19:19.283036 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 40412:40552, ack 37, win 501, length 140
20:19:19.299049 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 40552, win 4106, length 0
20:19:19.386870 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 40552:40932, ack 37, win 501, length 380
20:19:19.458008 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 40932, win 4104, length 0
20:19:19.490906 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 40932:41192, ack 37, win 501, length 260
20:19:19.548744 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 41192, win 4103, length 0
20:19:19.594904 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 41192:41452, ack 37, win 501, length 260
20:19:19.659022 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 41452, win 4102, length 0
20:19:19.698897 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 41452:41712, ack 37, win 501, length 260
20:19:19.760578 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 41712, win 4101, length 0
20:19:19.802860 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 41712:41972, ack 37, win 501, length 260
20:19:19.807843 IP 66.175.215.158.61000 > 178.128.236.45.110: Flags [S], seq 1444546390, win 1024, length 0
20:19:19.855900 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 41972, win 4100, length 0
20:19:19.906961 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 41972:42344, ack 37, win 501, length 372
20:19:19.974362 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 42344, win 4106, length 0
20:19:20.010909 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 42344:42604, ack 37, win 501, length 260
20:19:20.071460 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 42604, win 4105, length 0
20:19:20.114900 IP 178.128.236.45.22 > 99.228.153.224.50332: Flags [P.], seq 42604:42864, ack 37, win 501, length 260
20:19:20.171018 IP 99.228.153.224.50332 > 178.128.236.45.22: Flags [.], ack 42864, win 4104, length 0
20:19:20.175852 IP 15.152.212.181 > 178.128.236.45: ICMP echo request, id 26, seq 14213, length 48
20:19:20.175904 IP 178.128.236.45 > 15.152.212.181: ICMP echo reply, id 26, seq 14213, length 48
^C
292 packets captured
296 packets received by filter
0 packets dropped by kernel
root@lamp-ubuntu-s-1vcpu-1gb-tor1-01:~#
